"메인 키","기관 코드","유형1","유형2","대표 기관명","전체 기관명","최하위 기관명","대표 전화번호","새 우편번호","지번 주소","도로명 주소","행정 시","행정 구","행정 동"
"BE_LiST31-0199","3050054","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 장안1동주민센터","장안1동주민센터","02-2171-6283","02628","","서울특별시 동대문구 한천로18길 52 (장안동)","서울특별시","동대문구","장안1동"
"BE_LiST31-0200","3050055","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 장안2동주민센터","장안2동주민센터","02-2171-6346","02526","","서울특별시 동대문구 사가정로 230-1 (장안동)","서울특별시","동대문구","장안2동"
"BE_LiST31-0201","3050045","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 전농1동주민센터","전농1동주민센터","02-2171-6103","02558","","서울특별시 동대문구 서울시립대로9길 21 (전농동)","서울특별시","동대문구","전농1동"
"BE_LiST31-0090","3150064","지자체","8읍면동_동","서울특별시","서울특별시 강서구 방화3동주민센터","방화3동주민센터","02-2600-5275","07511","","서울특별시 강서구 금낭화로24길 5 (방화동)","서울특별시","강서구","방화3동"
"BE_LiST31-0091","3150043","지자체","8읍면동_동","서울특별시","서울특별시 강서구 염창동주민센터","염창동주민센터","02-2600-7335","07535","","서울특별시 강서구 양천로67가길 63 (염창동)","서울특별시","강서구","염창동"
"BE_LiST31-0092","3150114","지자체","8읍면동_동","서울특별시","서울특별시 강서구 우장산동주민센터","우장산동주민센터","02-2600-7745","07690","","서울특별시 강서구 우현로 34 (화곡동)","서울특별시","강서구","우장산동"
"BE_LiST31-0093","3150047","지자체","8읍면동_동","서울특별시","서울특별시 강서구 화곡1동주민센터","화곡1동주민센터","02-2600-7525","07772","","서울특별시 강서구 곰달래로 79 (화곡동)","서울특별시","강서구","화곡1동"
"BE_LiST31-0094","3150048","지자체","8읍면동_동","서울특별시","서울특별시 강서구 화곡2동주민센터","화곡2동주민센터","02-2600-7555","07750","","서울특별시 강서구 곰달래로37길 13 (화곡동)","서울특별시","강서구","화곡2동"
"BE_LiST31-0095","3150049","지자체","8읍면동_동","서울특별시","서울특별시 강서구 화곡3동주민센터","화곡3동주민센터","02-2600-7585","07713","","서울특별시 강서구 강서로33가길 17 (화곡동)","서울특별시","강서구","화곡3동"
"BE_LiST31-0096","3150050","지자체","8읍면동_동","서울특별시","서울특별시 강서구 화곡4동주민센터","화곡4동주민센터","02-2600-7635","07740","","서울특별시 강서구 곰달래로57가길 26 (화곡동)","서울특별시","강서구","화곡4동"
"BE_LiST31-0097","3150053","지자체","8읍면동_동","서울특별시","서울특별시 강서구 화곡6동주민센터","화곡6동주민센터","02-2600-7665","07658","","서울특별시 강서구 화곡로 312 (화곡동)","서울특별시","강서구","화곡6동"
"BE_LiST31-0098","3150055","지자체","8읍면동_동","서울특별시","서울특별시 강서구 화곡8동주민센터","화곡8동주민센터","02-2600-7705","07757","","서울특별시 강서구 곰달래로25길 45 (화곡동)","서울특별시","강서구","화곡8동"
"BE_LiST31-0099","3150052","지자체","8읍면동_동","서울특별시","서울특별시 강서구 화곡본동주민센터","화곡본동주민센터","02-2600-7485","07677","","서울특별시 강서구 초록마을로5길 29 (화곡동)","서울특별시","강서구","화곡본동"
"BE_LiST31-0100","3200157","지자체","8읍면동_동","서울특별시","서울특별시 관악구 낙성대동주민센터","낙성대동주민센터","02-879-4411","08790","","서울특별시 관악구 낙성대로4가길 5","서울특별시","관악구","낙성대동"
"BE_LiST31-0101","3200169","지자체","8읍면동_동","서울특별시","서울특별시 관악구 난곡동주민센터","난곡동주민센터","02-879-4621","08855","","서울특별시 관악구 난곡로30길 40","서울특별시","관악구","난곡동"
"BE_LiST31-0102","3200163","지자체","8읍면동_동","서울특별시","서울특별시 관악구 난향동주민센터","난향동주민센터","02-879-4651","08859","","서울특별시 관악구 난곡로 67","서울특별시","관악구","난향동"
"BE_LiST31-0103","3200052","지자체","8읍면동_동","서울특별시","서울특별시 관악구 남현동주민센터","남현동주민센터","02-879-4471","08807","","서울특별시 관악구 남현1가길 29","서울특별시","관악구","남현동"
"BE_LiST31-0104","3200168","지자체","8읍면동_동","서울특별시","서울특별시 관악구 대학동주민센터","대학동주민센터","02-879-4801","08813","","서울특별시 관악구 신림로 111","서울특별시","관악구","대학동"
"BE_LiST31-0105","3200162","지자체","8읍면동_동","서울특별시","서울특별시 관악구 미성동주민센터","미성동주민센터","02-879-4591","08864","","서울특별시 관악구 난곡로 249","서울특별시","관악구","미성동"
"BE_LiST31-0106","3200150","지자체","8읍면동_동","서울특별시","서울특별시 관악구 보라매동주민센터","보라매동주민센터","02-879-4201","08720","","서울특별시 관악구 봉천로 279-8","서울특별시","관악구","보라매동"
"BE_LiST31-0107","3200167","지자체","8읍면동_동","서울특별시","서울특별시 관악구 삼성동주민센터","삼성동주민센터","02-879-4771","08846","","서울특별시 관악구 호암로 589","서울특별시","관악구","삼성동"
"BE_LiST31-0108","3200166","지자체","8읍면동_동","서울특별시","서울특별시 관악구 서림동주민센터","서림동주민센터","02-879-4741","08845","","서울특별시 관악구 신림로29길 6","서울특별시","관악구","서림동"
"BE_LiST31-0109","3200164","지자체","8읍면동_동","서울특별시","서울특별시 관악구 서원동주민센터","서원동주민센터","02-879-4681","08778","","서울특별시 관악구 신림로 282","서울특별시","관악구","서원동"
"BE_LiST31-0110","3200152","지자체","8읍면동_동","서울특별시","서울특별시 관악구 성현동주민센터","성현동주민센터","02-879-4261","08725","","서울특별시 관악구 구암길 38","서울특별시","관악구","성현동"
